index,car description,price (euro),age (year),fuel type,transmission,bodystyle,car model,mileage (km)
7511,Audi S3 Sportback 2.0 TFSI S3 quattro S-Tronic Automaat 300 pk **Navi/Led/Xenon/Climate/Cruise/Easy entry/Tel./F1 flippers/Drive select/Slechts 35.254**,,4,Petrol,Automatic,Hatchback,S3,35254
7512,Audi A4 Avant 3.0 TDI Pro Line S Automaat * Xenon / Navigatie / Airco-ecc *,,6,Diesel,Automatic,Station wagon,A4,114470
7513,Audi A4 Avant 1.8 Turbo Pro Line,,15,Petrol,Manual,Station wagon,A4,331457
7514,Audi A6 2.0 TDI ultra Quattro 190pk automaat NP 81.500,,2,Diesel,Automatic,Sedan,A6,100
7515,Audi A4 Avant 2.5 TDI MT,,15,Diesel,Automatic,Station wagon,A4,251000
7516,Audi A1 1.2 TFSI Attraction Pro Line Business,,9,Petrol,Manual,Hatchback,A1,128029
7517,Audi TT Roadster 2.0 TFSI 200 PK S-Line 19 INCH TT-RS ROTOR VELGEN!!,,12,Petrol,Manual,Cabriolet,TT,129302
7518,"Audi A8 50 TDI quattro 3.0 V6 , Panorama dak, led matrix koplampen met laser, oled achterlichten Nieuwprijs € 158.000,=",,1,Diesel,Automatic,Sedan,A8,11585
7519,"Audi A1 Sportback 1.0 95 PK TFSI Advance, | 17 ""LMV C3Z | Licht- en Regensensor | *NIEUW* (490382)",,1,Petrol,Manual,Hatchback,A1,0
7520,Audi A1 1.2 TFSI Admired S-Line,,5,Petrol,Manual,Hatchback,A1,51043
7521,Audi RS3 Sportback 2.5 TFSI 368 PK AUTOMAAT QUATTRO PRO LINE PLUS | Keyless | Bang & Olufsen | Leder | Led Koplampen | Achteruitrijcamera | Navigatie |,,4,Petrol,Automatic,Hatchback,RS3,25191
7522,Audi A1 Sportback 1.0 TFSI 95pk Advance Sport,,1,Petrol,Manual,Hatchback,A1,0
7523,Audi Q2 1.0 TFSI ULTRA SPORT NAVI LED STOELVER CRUISE,,2,Petrol,Manual,SUV,Q2,18705
7524,Audi Q2 1.4 TFSI 150pk S-Tronic S-Line Navigatie PDC,,2,Petrol,Automatic,SUV,Q2,53473
7525,Audi A1 Sportback 1.0 TFSI 95PK Advance | Adrenalin Daytonagrijs dak/boog,,1,Petrol,Manual,Hatchback,A1,1201
7526,Audi A4 1.8 TFSI Business Edition,,5,Petrol,Manual,Sedan,A4,59800
7527,Audi A4 SEDAN 1.8TFSi 170PK S-LINE AUT,,7,Petrol,Automatic,Sedan,A4,119987
7528,Audi A3 1.4 TFSI Attr. Pro L,,7,Petrol,Manual,Hatchback,A3,106018
7529,"Audi A3 Sportback €4.196,- demovoordeel! 1.0 TFSI Sport Lease Edition 116 pk",,1,Petrol,Manual,Hatchback,A3,13000
7530,Audi A4 1.8 TFSI PRO-LINE SPORT NAVI/ECC/LMV,,7,Petrol,Manual,Sedan,A4,129370
7531,Audi Q2 150PK TFSI Aut. |HUD|Trekh.|Ambiance|LED|Navi,,1,Petrol,Automatic,SUV,Q2,20987
7532,Audi A8 50 TDI 286pk QUATTRO PRO LINE PLUS Virtual Cockpit / MMI Plus / Stuurwiel verwarmd / Dodehoek detector / Head-up Display 20 Inch LM Velgen / Adaptive Cruise Control / B&O Soundsysteem,,1,Diesel,Automatic,Sedan,A8,6500
7533,Audi A4 Avant 2.0 TDI Pro Line 140PK/airco-Ecc/alu wielen/Navigatie/Nieuw staat auto!!,,14,Diesel,Manual,Station wagon,A4,250762
7534,Audi A6 1.8 TFSI 190 PK ULTRA S-Tronic Navi Camera,,3,Petrol,Automatic,Sedan,A6,37150
7535,Audi A3 Limousine Sport Pro Line S 1.6 TDI S-tronic / Navigatie / Parkeersensoren / Apple Carplay,,2,Diesel,Automatic,Sedan,A3,38404
7536,Audi A1 1.6 TDI Attraction Pro Line,,8,Diesel,Manual,Hatchback,A1,209176
7537,"Audi SQ5 3.0 TFSI SQ5 quattro Pro Line Plus zeer luxe en sportief uitgevoerde 354 pk! deze auto heeft slechts 1,160 km gereden",,1,Petrol,Automatic,SUV,SQ5,1160
7538,Audi A5 SPORTBACK 1.8 TFSI Proline S Aut. [ MMI Plus navi Xenon Achteruitrijcamera ],,5,Petrol,Automatic,Hatchback,A5,118333
7539,Audi A5 Cabriolet 3.0 TDI quattro S-edition,,9,Diesel,Automatic,Cabriolet,A5,127285
7540,"Audi Q5 2.0 TFSI 225pk | Automaat | Quattro | Panodak | S-line | Leer | 20"" | Side Assist | B&O | Zwart | VOL",,4,Petrol,Automatic,SUV,Q5,51116
7541,Audi A3 Sportback 1.2 TFSI AMBIENTE PRO LINE Trekhaak Navigatie PDC BTW,,5,Petrol,Automatic,Hatchback,A3,119946
7542,Audi A3 Limousine 1.6TDI 116PK S-TRONIC S-LINE EDITION/ OPTIEK ZWART / GETINT GLAS,,1,Diesel,Automatic,Sedan,A3,13975
7543,Audi A5 Cabriolet 3.2 FSI Quattro Pro Line - 265 pk   Leer   NL Auto,,10,Petrol,Automatic,Cabriolet,A5,177200
7544,Audi A1 Sportback 1.4 TDI PRO LINE WEINIG KM - AUTOM - LMV - 3DEUR - AC -RIJKLAAR!,,3,Diesel,Automatic,Hatchback,A1,16705
7545,"Audi A1 Sportback 1.0 95 PK TFSI Advance, | 17 ""LMV C3Z | Licht- en Regensensor | *NIEUW* (490437)",,1,Petrol,Manual,Hatchback,A1,0
7546,"Audi Q2 1.0 Tfsi 116pk S-tronic Edition #1 €4.945,= KORTING MEGA STUNTVOORDEEL Mmi navigatie, Soundsystem, Telefoon, PDC",,1,Petrol,Automatic,SUV,Q2,0
7547,"Audi Q3 1.4 TFSI 150PK Automaat Pro Line / Navi / Clima / Stoelverwarming / Cruise control / Bluetooth / Parkeersensoren voor en achter / Lederen stuur / 17"" Velgen",,4,Petrol,Automatic,SUV,Q3,21308
7548,"Audi A3 Sportback 1.6 TDI Sportback, Airco,Cruisecntrl",,6,Diesel,Manual,Hatchback,A3,90209
7549,Audi A3 Limousine 1.6 TDI Ambition Pro Line Navi Airco Sportstoelen 200x Vw-Audi-Seat-Skoda,,5,Diesel,Manual,Sedan,A3,163167
7550,"Audi A5 Sportback 1.8 TFSI 170pk PRO LINE S, Navi, Xenon Led, ROTOR, ECC",,7,Petrol,Manual,Hatchback,A5,138567
7551,Audi Q2 1.4 TFSI COD Sport Pro Line S,,1,Petrol,Automatic,SUV,Q2,2500
7552,Audi A3 Sportback 1.0TFSI 116PK S-LINE EDITION/ OPTIEK ZWART/ PRIVACY GLAS/ 18'',,1,Petrol,Manual,Hatchback,A3,1250
7553,Audi A6 Avant Aut/ Navi/ Leer/ Tr- 2.8 FSI Business,,11,Petrol,Automatic,Station wagon,A6,177729
7554,Audi A3 Limousine 35 TFSI S line edition,,1,Petrol,Automatic,Sedan,A3,0
7555,Audi A4 2.0 TDI ULTRA BUSINESS EDITION,,4,Diesel,Manual,Sedan,A4,86272
7556,Audi A4 Avant 2.0 TFSI Advance Navi Xenon Clima Trekhaak,,11,Petrol,Manual,Station wagon,A4,164706
7557,Audi Q3 2.0TFSI/221PK quattro Sport · LED · Leder/Alcantara · Drive select,,4,Petrol,Automatic,SUV,Q3,30923
7558,Audi A3 SPORTBACK 2.0 TDI AMBITION PRO LINE S XENON NAVI CLIMA CRUISE LICHTMETAAL,,8,Diesel,Manual,Hatchback,A3,218727
7559,Audi A1 Sportback 95 pk Adrenalin,,1,Petrol,Manual,Hatchback,A1,500
7560,"Audi 80 2.0 E youngtimer, taxatierapport aanwezig",,26,Petrol,Manual,Sedan,A80,78555
7561,"Audi RS6 (J) AVANT 5.0 TFSI QUATTRO AUT. [ 20"" Lmv Volleder Navigatie ]",,10,Petrol,Automatic,Station wagon,RS6,143637
7562,Audi A3 Sportback 1.4 TFSI 150pk Automaat Ambiente Leer/Stof Navigatie Climate,,4,Petrol,Automatic,Hatchback,A3,67933
7563,Audi A6 3.0 TDI 204pk QUATTRO PRO LINE PLUS / SPORTSTOELEN / TREKHAAK /,,6,Diesel,Automatic,Station wagon,A6,156617
7564,Audi A3 1.4 TFSI Limousine 140pk CoD Ambiente Pro Line Plus Xenon/Navi,,5,Petrol,Manual,Sedan,A3,190205
7565,Audi A3 SPORTBACK 1.4TFSI G-TRON Pro Line S Aut. [ 2xS-line Panoramadak 18 inch Rotor velgen ],,5,Petrol,Automatic,Hatchback,A3,139292
7566,Audi A1 1.2 TFSI Attraction Pro Line Business,,7,Petrol,Manual,Hatchback,A1,53900
7567,Audi SQ5 Q5 3.0 TDI 313 PK AUT8 QUATTRO PRO LINE B&O,,5,Diesel,Automatic,SUV,SQ5,151974
7568,Audi A4 AVANT 1.8 TFSI Business Edition Aut. [ xenon navi lederen sportstoelen ],,6,Petrol,Automatic,Station wagon,A4,101194
7569,"Audi A3 Sportback 1.0 TFSI Sport Pro Line, Navi, LED, Xenon, Stoelverwarming, Drive Select",,2,Petrol,Manual,Hatchback,A3,9274
7570,Audi A6 Avant 2.5 TDI quattro,,17,Diesel,Manual,Station wagon,A6,347324
7571,Audi A6 Avant 40 TDI Launch edition Sport,,1,Diesel,Automatic,Station wagon,A6,0
7572,Audi A1 Sportback 1.4TDi Attraction (Navi),,4,Diesel,Manual,Hatchback,A1,75787
7573,"Audi A4 Avant 2.0 TDI Pro Line Leer, navi, 6 vernsn.",,13,Diesel,Manual,Station wagon,A4,289926
7574,"Audi Q3 2.0 TDI ECC/ 20""ROTOR VELGEN/PRIV.GLASS/BOSE/CV+AB",,7,Diesel,Manual,SUV,Q3,197517
7575,Audi SQ5 3.0 TFSI SQ5 quattro,,2,Petrol,Automatic,SUV,SQ5,8895
7576,Audi A3 Sportback 2.0 TDI Ambition Pro Line plus Schuifdak Xenon Navi Clima Cruise,,6,Diesel,Manual,Hatchback,A3,134309
7577,Audi A6 Allroad 3.0 TDI 245PK QUATTRO PRO LINE PLUS TIPTRONIC Navi / Leder Bekleding / Xenon Verlichting / LMV 20'',,6,Diesel,Automatic,SUV,A6,127850
7578,"Audi A1 1.0 TFSI 95pk Advance Sport, uw voordeel is € 2.005,-",,1,Petrol,Manual,Hatchback,A1,0
7579,Audi A3 1.6 TDI 77KW SPORTBACK Proline,,5,Diesel,Manual,Hatchback,A3,94872
7580,Audi A6 Allroad 2.7 TDI AUT Quattro Pro Line,,10,Diesel,Automatic,SUV,A6,160292
7581,Audi A4 Avant 2.0 TDi AUT 06-2014 ::::: Sport Xen Navi Chroom TH,,5,Diesel,Automatic,Station wagon,A4,184000
7582,"Audi A4 1.8 TFSI Pro L. bns Automaat, Leer, Navi, Parkeersensoren, Trekhaak, Xenon, etc.",,10,Petrol,Automatic,Station wagon,A4,185000
7583,Audi A3 1.4 TFSI Sport Pro Line,,1,Petrol,Automatic,Cabriolet,A3,7591
7584,Audi A3 Sportback 1.4 TFSI 140pk COD S-Tronic 2x S-Line AMBITION Pro Line S Xenon Ecc Pdc Leer Keyless Navigatie 5drs.,,5,Petrol,Automatic,Hatchback,A3,113213
7585,Audi A6 2.4 5V Ambition MT,,18,Petrol,Automatic,Sedan,A6,303400
7586,Audi A3 Sportback 1.5 TFSI 150PK S-tronic S line Edition | Mmi navigatie | Led koplampen | 18 inch lichtmetalen velgen,,1,Petrol,Automatic,Hatchback,A3,0
7587,Audi A1 1.2 TFSI S edition,,8,Petrol,Manual,Hatchback,A1,110000
7588,"Audi A3 Sportback 1.6 TDI Euro 6 Aut.7 Pro Line, NL Auto, 1e Eig, Leder 1/2, Bi Xenon Led, Pdc, Clima, Cruise, Chroom, Trekhaak, Navigatie, Weinig km!!",,5,Diesel,Automatic,Hatchback,A3,114836
7589,Audi A4 2.0 TDI 150pk Lease Edition,,2,Diesel,Manual,Station wagon,A4,55121
7590,Audi A3 Sportback 1.5 TFSI 150pk COD SPORT S LINE EDITION S-Line interieur & exterieur pakket / MMI Navigatie 18 Inch LM velgen,,1,Petrol,Manual,Hatchback,A3,25692
7591,"Audi S4 3.0 TFSI quattro Pro Line Plus, NP 111K, B&O, schuifdak, ACC, 19""",,1,Petrol,Automatic,Sedan,S4,4887
7592,Audi A3 Limousine 1.5 TFSI CoD 150pk S-tronic S-Line Edition + Panoramadak,,1,Petrol,Automatic,Sedan,A3,0
7593,Audi A1 A1 Sportbak Edition ONE 30TFSI handgeschakeld,,1,Petrol,Manual,Hatchback,A1,500
7594,Audi S4 3.0 TFSI S4 QUATTRO 333PK Navi Leer Clima Adapt cruise,,6,Petrol,Automatic,Sedan,S4,93881
7595,Audi Cabriolet A5 2.0 TFSI 270pk ABT quattro Pro Line S | Automaat | Bi-Xenon | Leder | 18'' | Navigatie | Rijklaarprijs!,,6,Petrol,Automatic,Cabriolet, A5,107676
7596,Audi A8 50 TDI 286 PK quattro PRO LINE PLUS 4 WIELBESTURING|TIPTRONIC|20 INCH|VALCONA LEDER|PANORAMADAK|REARSEAT ENTERTAINMENT,,1,Diesel,Automatic,Sedan,A8,11700
7597,Audi A3 Sportback 1.4 TFSI STR Amb Pro L plus XENON NAVI CLIMA SPORTST,,6,Petrol,Automatic,Hatchback,A3,115366
7598,Audi A1 Sportback 30 TFSI S Line Pro Line S S-tronic,,1,Petrol,Automatic,Hatchback,A1,0
7599,Audi A5 1.8 TFSI 177pk multitronic,,2,Petrol,Automatic,Hatchback,A5,29000
7600,Audi A3 Sportback 1.2 TFSI 105pk Attraction Advance Climate Navigatie Xenon,,6,Petrol,Manual,Hatchback,A3,108045
7601,Audi A6 Avant 2.8 FSI 190 PK AUTOMAAT PRO LINE | Leder | Navigatie | Elektrisch verstelbare voorstoelen | 18 Inch Lichtmetalen Velgen |,,10,Petrol,Automatic,Station wagon,A6,97373
7602,"Audi A3 Sportback 2.0 TDI Ambition Proline 140PK stoelverwarming, getint glas, trekhaak",,8,Diesel,Manual,Hatchback,A3,199807
7603,Audi TT S-LINE 2.0 QUATTRO AUTOMAAT + SPORTSTOELEN / KEYLESS GO,,4,Petrol,Automatic,Coupe,TT,63365
7604,"Audi Q5 2.0 TFSI Quattro 252PK Automaat S Line Edition / S-Line / Audi Sound / Parkeerhulp Plus / Akoestisch Glas / Afgevlakt lederen stuur / LED / Clima / Navi / Cruise Control / Bluetooth / 19"" Velgen",,1,Petrol,Automatic,SUV,Q5,0
7605,Audi A5 Sportback 1.4 TFSI Sport,,1,Petrol,Automatic,Hatchback,A5,4904
7606,Audi A3 sportback 1.9 TDI Attraction 77kW,,13,Diesel,Manual,Hatchback,A3,215256
7607,Audi Q2 30 TFSI Design Pro Line,,1,Petrol,Manual,SUV,Q2,0
7608,Audi A3 Sportback 1.4 TFSI 125PK S-Tronic Adrenalin Sport | S-Line in-/exterieur | Navigatie | Xenon | Climatronic | Parkeersensoren achter | Regen-/lichtsensor | Verlengde fabrieksgarantie t/m 16-02-2020 of 100.000 km | Elektrische ramen | Zwarte hemel | 18 inch lichtmetalen velgen | Leder/stof bekleding,,3,Petrol,Automatic,Hatchback,A3,45741
7609,"Audi Q3 2.0 Tdi 140pk Sport Edition, Parkeersensoren, Mmi navigatie, Telefoon, Airco",,5,Diesel,Manual,SUV,Q3,86181
7610,Audi R8 4.2 V8 FSI R-tronic B&O Magnetic Ride,,11,Petrol,Automatic,Coupe,R8,104284
7611,"Audi Q5 2.0 TFSI 225pk Quattro Pro Line S + 20"" LMV + Leder",,6,Petrol,Manual,SUV,Q5,97225
7612,Audi Q5 New 2.0 TFSI 252pk Quattro Sport Design,,2,Petrol,Automatic,SUV,Q5,1990
7613,"Audi A3 1.6 TDI Ambiente Pro Line plus, Navigatie",,5,Diesel,Manual,Hatchback,A3,134846
7614,Audi A3 Sportback 1.4 TFSI Attr. ProLine Business | 1e Eig | Topstaat,,8,Petrol,Manual,Hatchback,A3,97061
7615,Audi A3 Sportback 1.0 TFSI 116PK Sport Pro Line S / 18 inch LM velgen / Sportstoelen /Matrix Led koplampen / stof-leder combinatie Navigatie MMI / Dynamische knipperlichten V + A / Audi Drive select,,2,Petrol,Automatic,Hatchback,A3,29445
7616,Audi A4 2.0 TDI 150pk S-tronic Lease Edition,,1,Diesel,Automatic,Station wagon,A4,25000
7617,Audi A6 Avant 2.0 TFSI PRO LINE AUTOMAAT B.J 2008,,11,Petrol,Automatic,Station wagon,A6,185753
7618,Audi R8 Spyder 5.2FSI V10 S-Tronic |B&O|Mag.ride|Ruitenstiks.|Lederpakket|Quattro,,6,Petrol,Automatic,Cabriolet,R8,38000
7619,Audi A5 Sportback 1.8 TFSI 144PK Adrenalin ( S-Line exterieur) / Bi-Xenon koplampen / Sportstoelen / Lendensteunen / PDC voor  & achter / achteruitrij camera / Bang & Olufsen Sound / Trekhaak afneembaar,,3,Petrol,Manual,Hatchback,A5,40711
7620,Audi Q5 2.0 TDI quattro 190pk Standkachel Bi Xenon Trekhaak VOl OPTIES,,4,Diesel,Automatic,SUV,Q5,109617
7621,Audi A5 Sportback 2.0 TDI Pro Line AUTOMAAT ECC XENON LMV ADAPT. CRUISE CONTROL 5 PERSOONS,,5,Diesel,Automatic,Hatchback,A5,112160
7622,Audi A5 Sportback S-Line Edition 2.0 TFSI 190pk S-tronic,,1,Petrol,Automatic,Hatchback,A5,0
7623,Audi A3 Sedan 1.6TDi Adrenalin S-line Ext.,,3,Diesel,Manual,Sedan,A3,109743
7624,Audi A4 Avant 2.0 TDI Pro Line S | Bang&Oluffsen | Pano | Navigatie,,6,Diesel,Automatic,Station wagon,A4,118000
7625,"Audi A3 Sportback 1.4 TFSI Ambition 150PK S-Tronic Automaat Navigatie | Xenon Plus | Drive Select | Parkeersensoren | 17"" Sportvelgen",,2,Petrol,Automatic,Hatchback,A3,15000
7626,Audi 50 A7 Sportback TDI 286 pk PRO LINE S * PANORAMADAK * B&O * 21 INCH * ZWART OPTIEK * VSB4846,,1,Diesel,Automatic,Hatchback,A7,0
7627,"Audi A4 Allroad 2.0 TFSI Aut. Quattro Sportstoelen , Navi , Xenon, B&O",,5,Petrol,Automatic,Station wagon,A4,141290
7628,Audi A4 Avant 1.8 TFSI S Edition Navi/Pano/Xenon,,6,Petrol,Automatic,Station wagon,A4,180138
7629,"Audi A1 1.2 TFSI Admired S Line, Navi, Xenon, Cruise, Airco!",,5,Petrol,Manual,Hatchback,A1,94136
7630,"Audi A3 Sportback 1.4 TFSI Ambition Pro Line S [ S-LINE ], Panodak, Navi, Xenon, Hleer, Full",,7,Petrol,Manual,Hatchback,A3,96233
7631,Audi Q2 35 TFSI CoD 150 pk S-tronic Sport Pro Line S,,1,Petrol,Automatic,SUV,Q2,0
7632,Audi A5 2.0 TFSI Pro Line Quattro 155KW Xenon Navi Clima PDC LMV,,8,Petrol,Manual,Hatchback,A5,143564
7633,Audi A3 Limousine 116pk Lease Edition,,2,Petrol,Manual,Sedan,A3,500
7634,Audi A3 Limousine 1.5 TFSI CoD Sport S Line Edition,,1,Petrol,Automatic,Sedan,A3,0
7635,"Audi A1 Sportback 1.0 TFSI Ultra 95 pk Adrenalin S Line Airco ECC, Xenon, Navi, Dak Zwart, 22% Bijtelling",,2,Petrol,Manual,Hatchback,A1,52308
7636,Audi A3 Sportback 1.6 TDI 110PK S-tronic Business line + Pano + Nav + EC,,6,Diesel,Automatic,Hatchback,A3,63963
7637,Audi A4 1.8 TFSIe EDITION XENON NAVI CLIMA CRUISE DEALERONDERHOUDEN LICHTMETAAL,,6,Petrol,Manual,Sedan,A4,111154
7638,Audi Q7 3.0 TDI Quattro Aut. Grijs Kenteken 3x S-Line,,8,Diesel,Automatic,Hatchback,Q7,93102
7639,Audi A3 Sportback 1.6 TDI Ambition Pro Line plus S-LINE Navi Dealerauto,,6,Diesel,Manual,Hatchback,A3,183022
7640,Audi A3 2.0 FSI Attraction,,14,Petrol,Manual,Hatchback,A3,213226
7641,Audi A5 Sportback 1.8 TFSI Pro Line | Navi | Cruise control | Xenon,,7,Petrol,Manual,Hatchback,A5,158757
7642,Audi A8 3.0 TDI Quattro Pro Line Plus Sport adaptive cruise control,,4,Diesel,Automatic,Sedan,A8,93325
7643,Audi A1 1.4 TFSI Pro Line S- Line Automaat 100% onderhouden label,,7,Petrol,Automatic,Hatchback,A1,90675
7644,Audi A3 2.0 TFSI 200pk | CABRIO | NAVI | CRUISE CONTROL|,,10,Petrol,Automatic,Cabriolet,A3,141552
7645,Audi A6 Avant 3.0 TDI QUATTRO LEDER/SPORTSTOELEN/NAVIGATIE./PDC,,7,Diesel,Automatic,Station wagon,A6,159688
7646,Audi A4 Avant 2.0 225PK TFSI Aut Pro Line|1e Eig|Navi|Xenon,,5,Petrol,Automatic,Station wagon,A4,47697
7647,Audi A6 Allroad 3.0 TDI quattro Premium Edition DEALER OND. BTW-AUTO !,,4,Diesel,Automatic,SUV,A6,116967
7648,"Audi RS5 A5 4.2 FSI RS5 quattro 450 PK 20 Inch ""RIJKLAARPRIJS""",,6,Petrol,Automatic,Cabriolet,RS5,27764
7649,Audi A3 2.0 TDI Attraction / CLIMATE / 16'' LMV / 6-BAK!,,16,Diesel,Manual,Hatchback,A3,245048
7650,Audi A6 Avant 2.0 TDI 136pk Multitronic Lease Edition Sport + Afn. Trekhaak + MMI Navigatie Plus,,5,Diesel,Automatic,Station wagon,A6,60544
7651,"Audi A3 Sportback 2.0 TDI EU6 Quattro 184pk S-Line Ambition S-Tronic (Autom.airco,MMI navi+,Leder,ACC,DAB,Laneassist,LED koplamp,Keyless,S-Sportstoelen)",,5,Diesel,Automatic,Hatchback,A3,199000
7652,Audi A8 3.0 TFSI quattro Pro Line+ | Orig. NL-auto | Schuif-/kanteldak | Gevent. bruin leder | Massage |,,5,Petrol,Automatic,Sedan,A8,136038
7653,Audi A4 2.0 | NIEUWSTAAT | 1. EIG | NAVI MMI | ECC | AUDI ONDERHOUDEN |,,12,Petrol,Manual,Sedan,A4,138341
7654,Audi A4 Avant 1.6 Pro Line Business Zeer nette auto!,,12,Petrol,Manual,Station wagon,A4,239810
7655,Audi A4 2.0 TDI 150pk Pro Line,,3,Diesel,Manual,Sedan,A4,54067
7656,"Audi A3 Limousine 1.0 TFSI AUTOMAAT SPORT LEASE EDITION Navigatie MMI Cruise control Climatronic Sportstoelen Bluetooth 17"" LM Velgen",,2,Petrol,Automatic,Sedan,A3,19772
7657,Audi A4 Limousine 35 TFSI S tronic 150pk SPORT S LINE BLACK EDITION * S LINE BLACK IN- & EXTERIEUR * MMI NAV * LED * VSB 99,,1,Petrol,Automatic,Sedan,A4,0
7658,Audi A4 2.0 TDI ultra Business Edition,,4,Diesel,Manual,Sedan,A4,85874
7659,Audi A1 Sportback 1.2 TFSI Ambition Pro Line incl nieuwe velgenset,,7,Petrol,Manual,Hatchback,A1,42268
7660,Audi A4 1.8 TFSI 170 PK S-LINE | S-Line In & Exterieur | Afneembare Trekhaak |Schuifkanteldak | Xenon | Navigatie |,,6,Petrol,Manual,Sedan,A4,141011
7661,Audi A3 Sportback 35 TFSI 150pk CoD S-tronic S Line Edition,,1,Petrol,Automatic,Hatchback,A3,0
7662,Audi Q5 3.0 TDI Quattro S-Line,,10,Diesel,Automatic,SUV,Q5,250232
7663,Audi A1 Sportback 1.0 TFSI 95pk Advance Sport,,1,Petrol,Manual,Hatchback,A1,0
7664,"Audi A5 Sportback 1.8 TFSI S-Edition Aut, Schuifdak, B&O, Leer, Navi, Full!",,5,Petrol,Automatic,Hatchback,A5,111494
7665,Audi A4 1.9 TDI H6,,15,Diesel,Manual,Station wagon,A4,277500
7666,Audi Q5 2.0 TDI PRO LINE BUSINESS + NAVIGATIE,,7,Diesel,Manual,SUV,Q5,238636
7667,Audi A3 Limousine 1.4 TFSI 150PK Adrenalin ( S-Line exterieur) / Sportstoelen / Alcantara-leder bekleding / Navigatie MMi / 18 inch LM velgen /  Dual zone climate control / Bi-Xenon Koplampen / Led lampen achter,,3,Petrol,Manual,Sedan,A3,52651
7668,"Audi A4 Sedan 3.0 TDI 204pk AUT. S EDITION [S-Line] , Navi, Xenon led, HLeer, Full",,6,Diesel,Automatic,Sedan,A4,149226
7669,"Audi Q2 30 Tfsi 116pk S-tronic Sport, Parkeersensoren, Mmi naviatie, Telefoon",,1,Petrol,Automatic,SUV,Q2,0
7670,"Audi Q5 2.0 TFSI quattro S-Tronic - MMI Navi Plus - Audi Sounsysteem - 20"" - Sportstoelen - Stoelverwarming - Parkeerhulp - Grootlichtassistent - Licht en Regensensor - Pre Sense Basic - PDC",,1,Petrol,Automatic,SUV,Q5,9189
7671,Audi A3 Sportback Attraction 1.4 TFSI COD 110kw/150pk Pro Line,,4,Petrol,Manual,Hatchback,A3,65905
7672,Audi A4 1.8 TFSI BUSN. ED. / NAVI / BI-XENON / VOL LEDER,,6,Petrol,Automatic,Sedan,A4,137558
7673,Audi A2 1.4 Proline Exclusive Panorama Clima LMV PDC,,18,Petrol,Manual,Sedan,A2,104131
7674,Audi Q5 2.0TDI Quattro Aut. 2x S-Line/B+O/Xenon/Navi,,8,Diesel,Automatic,Hatchback,Q5,91724
7675,"Audi A1 Sportback 1.0 Tfsi 95pk Adrenalin | Navigatie | Airco | 17"" Velgen | Licht/ Regensensor | Fabrieks garantie t/m 22-02-2022 of 100.000km",,1,Petrol,Manual,Hatchback,A1,12999
7676,Audi A3 Sportback 2.0 TDI Ambition Pro Line S / 150 PK / S-line Interieur + Exterieur / Origineel NED-Audi / 1e eigenaar,,6,Diesel,Manual,Hatchback,A3,87930
7677,Audi A3 Cabriolet 1.2 TFSI Ambition P. Line Alcantara/ Leer .,,8,Petrol,Manual,Cabriolet,A3,59840
7678,Audi A1 1.4 TFSI 125PK PRO LINE NAVI PDC BT CRUISE 29.829Km | EINDEJAARSD€ALS!,,3,Petrol,Manual,Hatchback,A1,29829
7679,"Audi A5 Sportback 2.0 TFSI 190 PK MHEV Sport S-line Edition, | B&O| Panoramadak | VIRT COCKPIT | ZWART OPTIEK | *NIEUW* (559646)",,1,Petrol,Automatic,Hatchback,A5,0
7680,Audi A4 Allroad Allroad Quattro 2.7 V6 Exclusive 250PK Full options!,,16,Petrol,Automatic,SUV,A4,242245
7681,Audi A4 Avant Lease edition 35 TFSI S tronic 150 pk,,0,Petrol,Automatic,Station wagon,A4,0
7682,"Audi A3 Sportback 1.4 TFSI S tronic Attraction Pro Line, Automaat, Navigatie",,5,Petrol,Automatic,Hatchback,A3,140616
7683,Audi Q5 3.0 TDI quattro LEER|NAVI|XENON|CLIMA|,,10,Diesel,Automatic,SUV,Q5,192460
7684,Audi A3 Sportback 1.5 TFSI CoD 150pk S-tronic Sport Pro Line + MMI Navigatie + Stoelverwarming,,1,Petrol,Automatic,Hatchback,A3,3765
7685,Audi A3 Cabriolet 1.8 TFSI Attraction,,11,Petrol,Manual,Cabriolet,A3,160962
7686,Audi Q3 2.0 TFSI QUATTRO BUSINESS EDITION / Navi / Comfort stoel / Bi-Xenon / PDC V+A,,6,Petrol,Automatic,SUV,Q3,132922
7687,Audi A5 Sportback 2.0 TDI 190pk S-tronic Launch Edition,,1,Diesel,Automatic,Hatchback,A5,19000
7688,"Audi A3 1.2 TFSI AMBITION PRO LINE S , Connectivity pakket, Half Leer, Navi",,4,Petrol,Manual,Hatchback,A3,130586
7689,Audi A4 1.8 TFSIe EDITION + B&O / SCHUIFDAK / SPORTSTOELEN,,6,Petrol,Manual,Sedan,A4,150207
7690,Audi A3 Sportback 1.8 TFSI Attraction Pro Line Business,,12,Petrol,Manual,Hatchback,A3,142528
7691,"Audi Q2 1.0 TFSI 116PK Automaat Sport Pro Line / Navi / Clima / Sportstoelen / Aluminium inleg / Parkeerhulp Achter / Middenarmsteun / Bluetooth / Cruise control / 19"" Velgen",,1,Petrol,Automatic,SUV,Q2,0
7692,Audi A6 2.0 TDI Business Edition,,5,Diesel,Automatic,Station wagon,A6,84650
